season;time;home;numpen;goaldiff;pendiff;ppgoal;capacity;month;timebetpens;inRow;gf1;ga1;pf1;pa1;gf2;ga2;pf2;pa2
2014-2015;11.01;1;2;0;-1;0;0;1;5.74;-1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;24.09;1;3;0;0;0;0;1;13.08;1;2.72;2.45;4.28;3.80;2.23;1.92;3.72;3.73
2014-2015;33.23;1;4;-1;1;0;0;1;9.14;2;2.72;2.45;4.28;3.80;2.23;1.92;3.72;3.73
2014-2015;35.15;1;5;-1;2;0;0;1;1.92;3;2.72;2.45;4.28;3.80;2.23;1.92;3.72;3.73
2014-2015;37.59;0;6;-1;3;0;0;1;2.44;4;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;50.29;0;7;-1;2;0;0;1;12.7;-1;2.23;1.92;3.72;3.73;2.72;2.45;4.28;3.80
2014-2015;55.15;0;8;-1;1;0;0;1;4.86;-2;2.23;1.92;3.72;3.73;2.72;2.45;4.28;3.80
2014-2015;55.34;0;9;-1;0;0;0;1;0.19;-3;2.23;1.92;3.72;3.73;2.72;2.45;4.28;3.80
2014-2015;64.08;1;10;0;-1;1;0;1;8.74;-4;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;2.47;1;1;0;0;0;0;1;;0;;;;;2.52;2.38;3.97;3.80
2014-2015;2.47;1;2;0;1;0;0;1;0;1;2.08;2.77;4.08;4.23;2.52;2.38;3.97;3.80
2014-2015;16.5;0;3;-2;2;0;0;1;14.03;2;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;19.5;1;4;-2;1;0;0;1;3;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;25.01;0;5;-2;2;0;0;1;5.51;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;35.28;1;6;-2;1;0;0;1;10.27;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;41.34;0;7;-2;2;0;0;1;6.06;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;43.09;1;8;-2;1;0;0;1;1.75;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;55.46;0;9;-3;2;1;0;1;12.37;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;58.26;0;10;-3;1;0;0;1;2.8;-1;2.52;2.38;3.97;3.80;2.08;2.77;4.08;4.23
2014-2015;58.47;0;11;-2;0;1;0;1;0.21;-2;2.52;2.38;3.97;3.80;2.08;2.77;4.08;4.23
2014-2015;1.2;0;1;0;0;0;0;1;;0;;;;;2.03;2.87;4.25;3.93
2014-2015;8.26;0;2;1;-1;0;0;1;7.06;-1;2.77;2.48;3.73;4.48;2.03;2.87;4.25;3.93
2014-2015;12.38;0;3;2;-2;1;0;1;4.12;-2;2.77;2.48;3.73;4.48;2.03;2.87;4.25;3.93
2014-2015;16.31;0;4;2;-3;0;0;1;3.93;-3;2.77;2.48;3.73;4.48;2.03;2.87;4.25;3.93
2014-2015;26.07;1;5;2;-4;0;0;1;9.76;-4;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;28.31;0;6;1;-3;1;0;1;2.24;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;39.54;1;7;1;-4;0;0;1;11.23;-1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;46.44;1;8;1;-3;0;0;1;6.9;1;2.03;2.87;4.25;3.93;2.77;2.48;3.73;4.48
2014-2015;48.18;0;9;1;-2;0;0;1;1.74;2;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;58.33;1;10;2;-3;0;0;1;10.15;-1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;5.46;1;1;0;0;0;0;1;;0;;;;;2.78;2.10;3.58;3.73
2014-2015;8.03;0;2;0;1;0;0;1;2.57;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;14.14;0;3;0;0;1;0;1;6.11;-1;2.78;2.10;3.58;3.73;2.38;2.75;3.55;3.83
2014-2015;14.39;1;4;0;-1;0;0;1;0.25;-2;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;25.34;0;5;0;0;0;0;1;10.95;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;27.31;0;6;1;-1;1;0;1;1.97;-1;2.78;2.10;3.58;3.73;2.38;2.75;3.55;3.83
2014-2015;35.38;0;7;2;-2;0;0;1;8.07;-2;2.78;2.10;3.58;3.73;2.38;2.75;3.55;3.83
2014-2015;35.59;1;8;2;-3;0;0;1;0.21;-3;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;41.24;0;9;2;-2;0;0;1;5.65;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;50.38;1;10;4;-3;0;0;1;9.14;-1;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;53.48;0;11;4;-2;0;0;1;3.1;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;58.39;0;12;4;-3;0;0;1;4.91;-1;2.78;2.10;3.58;3.73;2.38;2.75;3.55;3.83
2014-2015;2.56;0;1;-2;0;0;0;1;;0;;;;;2.58;2.05;4.32;3.97
2014-2015;14.09;0;2;-2;-1;0;0;1;11.53;-1;2.52;2.43;4.45;4.43;2.58;2.05;4.32;3.97
2014-2015;23.46;0;3;-2;-2;0;0;1;9.37;-2;2.52;2.43;4.45;4.43;2.58;2.05;4.32;3.97
2014-2015;24.3;1;4;-1;-3;1;0;1;0.84;-3;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;27.03;0;5;-1;-2;0;0;1;2.73;1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;38.35;0;6;0;-3;0;0;1;11.32;-1;2.52;2.43;4.45;4.43;2.58;2.05;4.32;3.97
2014-2015;52.13;0;7;-1;-4;0;0;1;13.78;-2;2.52;2.43;4.45;4.43;2.58;2.05;4.32;3.97
2014-2015;58.32;0;8;-1;-5;0;0;1;6.19;-3;2.52;2.43;4.45;4.43;2.58;2.05;4.32;3.97
2014-2015;2.5;1;1;0;0;0;0;1;;0;;;;;2.95;2.50;4.23;3.28
2014-2015;9.43;1;2;0;1;0;0;1;6.93;1;2.77;2.48;3.73;4.48;2.95;2.50;4.23;3.28
2014-2015;14.23;0;3;0;2;0;0;1;4.8;2;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;29.39;1;4;1;1;0;0;1;15.16;-1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;32.42;0;5;1;2;0;0;1;3.03;1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;35.4;1;6;1;1;0;0;1;2.98;-1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;52.08;1;9;0;2;0;0;1;16.68;1;2.77;2.48;3.73;4.48;2.95;2.50;4.23;3.28
2014-2015;55.13;0;10;0;3;0;0;1;3.05;2;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;3.09;0;1;0;0;0;0;1;;0;;;;;2.02;3.08;3.90;4.17
2014-2015;4.57;1;2;0;-1;0;0;1;1.48;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;7.19;0;3;-1;0;1;0;1;2.62;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;10.44;1;4;1;-1;0;0;1;3.25;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;30.34;0;5;-3;0;0;0;1;19.9;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;37.11;1;6;-3;-1;0;0;1;6.77;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;48.45;1;9;-3;0;0;0;1;11.34;1;2.02;3.08;3.90;4.17;2.52;2.43;4.45;4.43
2014-2015;49.19;1;10;-3;1;0;0;1;0.74;2;2.02;3.08;3.90;4.17;2.52;2.43;4.45;4.43
2014-2015;53.19;0;11;-3;2;0;0;1;4;3;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;55.4;1;12;-3;1;0;0;1;2.21;-1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;59.53;0;13;-3;2;0;0;1;4.13;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;3.41;0;1;0;0;0;0;1;;0;;;;;2.03;2.87;4.25;3.93
2014-2015;15.44;1;2;0;-1;0;0;1;12.03;-1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;19.18;1;3;0;0;0;0;1;3.74;1;2.03;2.87;4.25;3.93;2.23;1.92;3.72;3.73
2014-2015;27.2;0;4;0;1;0;0;1;8.02;2;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;51.02;1;5;1;0;0;0;1;23.82;-1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;2.42;0;1;-1;0;0;0;1;;0;;;;;2.52;2.38;3.97;3.80
2014-2015;16.37;1;4;-1;-1;0;0;1;13.95;-1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;22.52;1;5;-1;0;0;0;1;6.15;1;2.52;2.38;3.97;3.80;2.58;2.05;4.32;3.97
2014-2015;23.24;1;6;-1;1;0;0;1;0.72;2;2.52;2.38;3.97;3.80;2.58;2.05;4.32;3.97
2014-2015;26.39;0;7;-2;2;1;0;1;3.15;3;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;26.49;0;8;-2;1;0;0;1;0.1;-1;2.58;2.05;4.32;3.97;2.52;2.38;3.97;3.80
2014-2015;32.38;0;9;-1;0;1;0;1;5.89;-2;2.58;2.05;4.32;3.97;2.52;2.38;3.97;3.80
2014-2015;46.22;0;10;-2;-1;0;0;1;13.84;-3;2.58;2.05;4.32;3.97;2.52;2.38;3.97;3.80
2014-2015;59.18;1;11;-1;-2;0;0;1;12.96;-4;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;0.27;0;1;0;0;0;0;1;;0;;;;;2.95;2.50;4.23;3.28
2014-2015;7.14;0;2;0;-1;0;0;1;6.87;-1;2.52;2.38;3.97;3.80;2.95;2.50;4.23;3.28
2014-2015;8.33;1;3;0;-2;0;0;1;1.19;-2;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;16.02;0;4;0;-1;0;0;1;7.69;1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;23.24;0;7;1;-2;0;0;1;7.22;-1;2.52;2.38;3.97;3.80;2.95;2.50;4.23;3.28
2014-2015;39.33;0;8;2;-3;0;0;1;16.09;-2;2.52;2.38;3.97;3.80;2.95;2.50;4.23;3.28
2014-2015;43.16;1;9;2;-4;0;0;1;3.83;-3;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;47.57;1;10;2;-3;0;0;1;4.41;1;2.95;2.50;4.23;3.28;2.52;2.38;3.97;3.80
2014-2015;59.37;1;11;3;-2;0;0;1;11.8;2;2.95;2.50;4.23;3.28;2.52;2.38;3.97;3.80
2014-2015;1.52;0;1;0;0;0;0;1;;0;;;;;2.23;1.92;3.72;3.73
2014-2015;8.55;1;2;0;-1;0;0;1;7.03;-1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;12.12;0;3;0;0;0;0;1;3.57;1;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;17.39;1;4;0;-1;0;0;1;5.27;-1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;19.58;1;5;-1;0;1;0;1;2.19;1;2.23;1.92;3.72;3.73;2.38;2.75;3.55;3.83
2014-2015;21.49;1;6;-1;1;0;0;1;1.91;2;2.23;1.92;3.72;3.73;2.38;2.75;3.55;3.83
2014-2015;31.24;1;7;0;2;0;0;1;9.75;3;2.23;1.92;3.72;3.73;2.38;2.75;3.55;3.83
2014-2015;36.56;0;8;0;3;0;0;1;5.32;4;2.23;1.92;3.72;3.73;2.23;1.92;3.72;3.73
2014-2015;51.29;0;9;-1;2;0;0;1;14.73;-1;2.38;2.75;3.55;3.83;2.23;1.92;3.72;3.73
2014-2015;57.55;0;10;0;1;1;0;1;6.26;-2;2.38;2.75;3.55;3.83;2.23;1.92;3.72;3.73
2014-2015;60.45;0;11;0;0;0;0;1;2.9;-3;2.38;2.75;3.55;3.83;2.23;1.92;3.72;3.73
2014-2015;62.32;0;12;0;-1;0;0;1;1.87;-4;2.38;2.75;3.55;3.83;2.23;1.92;3.72;3.73
2014-2015;1.48;1;1;0;0;0;0;1;;0;;;;;2.77;2.48;3.73;4.48
2014-2015;9.19;1;2;-1;1;0;0;1;7.71;1;2.78;2.10;3.58;3.73;2.77;2.48;3.73;4.48
2014-2015;17.36;0;3;-2;2;0;0;1;8.17;2;2.78;2.10;3.58;3.73;2.78;2.10;3.58;3.73
2014-2015;22.34;0;4;-2;1;0;0;1;4.98;-1;2.77;2.48;3.73;4.48;2.78;2.10;3.58;3.73
2014-2015;28.17;0;5;0;0;1;0;1;5.83;-2;2.77;2.48;3.73;4.48;2.78;2.10;3.58;3.73
2014-2015;31.26;0;6;0;-1;0;0;1;3.09;-3;2.77;2.48;3.73;4.48;2.78;2.10;3.58;3.73
2014-2015;2.4;0;1;0;0;0;0;1;;0;;;;;2.72;2.45;4.28;3.80
2014-2015;16.48;0;2;1;-1;0;0;1;14.08;-1;2.03;2.87;4.25;3.93;2.72;2.45;4.28;3.80
2014-2015;24.31;1;3;2;-2;1;0;1;7.83;-2;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;31.03;0;4;1;-1;1;0;1;6.72;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;32.27;1;5;2;-2;1;0;1;1.24;-1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;39.08;0;6;2;-1;0;0;1;6.81;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;42.02;1;7;2;-2;0;0;1;2.94;-1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;46.23;1;8;2;-1;0;0;1;4.21;1;2.72;2.45;4.28;3.80;2.03;2.87;4.25;3.93
2014-2015;51.42;1;9;2;0;0;0;1;5.19;2;2.72;2.45;4.28;3.80;2.03;2.87;4.25;3.93
2014-2015;59.03;0;10;1;1;0;0;1;7.61;3;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;12.42;0;1;0;0;0;0;1;;0;;;;;2.52;2.43;4.45;4.43
2014-2015;14.41;0;2;1;-1;0;0;1;1.99;-1;2.90;2.52;3.90;4.40;2.52;2.43;4.45;4.43
2014-2015;18.08;0;3;3;-2;1;0;1;3.67;-2;2.90;2.52;3.90;4.40;2.52;2.43;4.45;4.43
2014-2015;24.18;0;4;3;-3;0;0;1;6.1;-3;2.90;2.52;3.90;4.40;2.52;2.43;4.45;4.43
2014-2015;28.06;1;5;3;-4;0;0;1;3.88;-4;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;33.38;0;6;2;-3;0;0;1;5.32;1;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;36.56;0;7;2;-4;0;0;1;3.18;-1;2.90;2.52;3.90;4.40;2.52;2.43;4.45;4.43
2014-2015;39.13;1;8;2;-5;0;0;1;2.57;-2;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;39.38;1;9;2;-4;0;0;1;0.25;1;2.52;2.43;4.45;4.43;2.90;2.52;3.90;4.40
2014-2015;42.39;0;10;2;-3;0;0;1;3.01;2;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;46.19;0;11;2;-4;0;0;1;3.8;-1;2.90;2.52;3.90;4.40;2.52;2.43;4.45;4.43
2014-2015;8.11;0;1;1;0;0;0;1;;0;;;;;2.58;2.05;4.32;3.97
2014-2015;9.45;1;2;1;-1;0;0;1;1.34;-1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;13.19;1;3;0;0;1;0;1;3.74;1;2.58;2.05;4.32;3.97;2.08;2.77;4.08;4.23
2014-2015;19.21;0;4;0;1;0;0;1;6.02;2;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;31.38;0;5;1;0;0;0;1;12.17;-1;2.08;2.77;4.08;4.23;2.58;2.05;4.32;3.97
2014-2015;37.16;1;6;1;-1;0;0;1;5.78;-2;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;43.59;0;7;1;0;0;0;1;6.43;1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;46.14;1;8;1;-1;0;0;1;2.55;-1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;54.5;1;9;1;0;0;0;1;8.36;1;2.58;2.05;4.32;3.97;2.08;2.77;4.08;4.23
2014-2015;59.38;1;10;1;1;0;0;1;4.88;2;2.58;2.05;4.32;3.97;2.08;2.77;4.08;4.23
2014-2015;26.49;1;1;1;0;0;0;1;;0;;;;;2.52;2.38;3.97;3.80
2014-2015;31.36;0;2;1;1;0;0;1;4.87;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;35.32;1;3;1;0;0;0;1;3.96;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;41.3;0;4;1;1;0;0;1;5.98;1;2.38;2.75;3.55;3.83;2.38;2.75;3.55;3.83
2014-2015;55.44;1;7;1;0;0;0;1;14.14;-1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;4.55;0;1;0;0;0;0;1;;0;;;;;2.08;2.77;4.08;4.23
2014-2015;19.05;1;2;0;-1;0;0;1;14.5;-1;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;25.56;0;3;0;0;0;0;1;6.51;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;37.46;0;4;0;-1;0;0;1;11.9;-1;2.50;2.68;4.30;4.47;2.08;2.77;4.08;4.23
2014-2015;45.47;0;5;2;-2;0;0;1;8.01;-2;2.50;2.68;4.30;4.47;2.08;2.77;4.08;4.23
2014-2015;46.59;1;6;2;-3;0;0;1;1.12;-3;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;47.57;1;7;2;-2;0;0;1;0.98;1;2.08;2.77;4.08;4.23;2.50;2.68;4.30;4.47
2014-2015;48.28;0;8;2;-1;0;0;1;0.71;2;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;7.19;1;1;0;0;0;0;1;;0;;;;;2.77;2.48;3.73;4.48
2014-2015;13.48;0;2;0;1;0;0;1;6.29;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;14.51;1;3;0;0;0;0;1;1.03;-1;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;19.06;0;4;-1;1;1;0;1;4.55;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;24.56;0;5;-1;0;0;0;1;5.5;-1;2.77;2.48;3.73;4.48;2.02;3.08;3.90;4.17
2014-2015;30.15;0;6;1;-1;0;0;1;5.59;-2;2.77;2.48;3.73;4.48;2.02;3.08;3.90;4.17
2014-2015;32.32;1;7;2;-2;1;0;1;2.17;-3;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;38.25;0;8;2;-1;0;0;1;5.93;1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;51.51;0;9;2;-2;1;0;1;13.26;-1;2.77;2.48;3.73;4.48;2.02;3.08;3.90;4.17
2014-2015;55.48;1;10;3;-3;0;0;1;3.97;-2;2.77;2.48;3.73;4.48;2.77;2.48;3.73;4.48
2014-2015;2.04;0;1;0;0;0;0;1;;0;;;;;2.90;2.52;3.90;4.40
2014-2015;7.13;0;2;1;-1;0;0;1;5.09;-1;2.50;2.68;4.30;4.47;2.90;2.52;3.90;4.40
2014-2015;10.46;1;3;2;-2;1;0;1;3.33;-2;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;11.41;1;4;2;-1;0;0;1;0.95;1;2.90;2.52;3.90;4.40;2.50;2.68;4.30;4.47
2014-2015;21.3;0;7;3;0;0;0;1;9.89;2;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;32.31;0;8;4;-1;1;0;1;11.01;-1;2.50;2.68;4.30;4.47;2.90;2.52;3.90;4.40
2014-2015;34.15;0;9;4;-2;0;0;1;1.84;-2;2.50;2.68;4.30;4.47;2.90;2.52;3.90;4.40
2014-2015;35.27;1;10;4;-3;0;0;1;1.12;-3;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;38.08;0;11;4;-2;0;0;1;2.81;1;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;44.41;1;12;4;-3;0;0;1;6.33;-1;2.50;2.68;4.30;4.47;2.50;2.68;4.30;4.47
2014-2015;46.43;1;13;3;-2;1;0;1;2.02;1;2.90;2.52;3.90;4.40;2.50;2.68;4.30;4.47
2014-2015;48.35;1;14;3;-1;0;0;1;1.92;2;2.90;2.52;3.90;4.40;2.50;2.68;4.30;4.47
2014-2015;51.33;0;15;3;0;0;0;1;2.98;3;2.90;2.52;3.90;4.40;2.90;2.52;3.90;4.40
2014-2015;55.21;0;16;3;-1;0;0;1;3.88;-1;2.50;2.68;4.30;4.47;2.90;2.52;3.90;4.40
2014-2015;55.21;0;17;3;-2;0;0;1;0;-2;2.50;2.68;4.30;4.47;2.90;2.52;3.90;4.40
2014-2015;2.25;0;1;0;0;0;0;1;;0;;;;;2.72;2.45;4.28;3.80
2014-2015;3.17;0;2;0;-1;0;0;1;0.92;-1;2.58;2.05;4.32;3.97;2.72;2.45;4.28;3.80
2014-2015;9.42;1;3;1;-2;1;0;1;6.25;-2;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;14.28;1;4;1;-1;0;0;1;4.86;1;2.72;2.45;4.28;3.80;2.58;2.05;4.32;3.97
2014-2015;14.36;0;5;1;0;0;0;1;0.08;2;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;15.51;1;6;1;-1;0;0;1;1.15;-1;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;17.12;0;7;1;0;0;0;1;1.61;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;20.25;0;8;1;-1;0;0;1;3.13;-1;2.58;2.05;4.32;3.97;2.72;2.45;4.28;3.80
2014-2015;32.09;1;9;1;-2;0;0;1;11.84;-2;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;47.25;0;10;1;-1;0;0;1;15.16;1;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
2014-2015;52.05;0;11;1;-2;0;0;1;4.8;-1;2.58;2.05;4.32;3.97;2.72;2.45;4.28;3.80
2014-2015;56.05;1;12;1;-3;0;0;1;4;-2;2.58;2.05;4.32;3.97;2.58;2.05;4.32;3.97
2014-2015;8.08;1;1;0;0;0;0;1;;0;;;;;2.52;2.43;4.45;4.43
2014-2015;14.08;1;2;-1;1;0;0;1;6;1;2.08;2.77;4.08;4.23;2.52;2.43;4.45;4.43
2014-2015;15.19;1;3;-1;2;0;0;1;1.11;2;2.08;2.77;4.08;4.23;2.52;2.43;4.45;4.43
2014-2015;15.46;0;4;-1;3;0;0;1;0.27;3;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;16.58;0;5;-1;2;0;0;1;1.12;-1;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;20;0;6;-1;1;0;0;1;3.42;-2;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;33.25;0;7;-1;0;0;0;1;13.25;-3;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;36.58;0;8;0;-1;1;0;1;3.33;-4;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;39.23;0;9;1;-2;0;0;1;2.65;-5;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;43.42;1;10;1;-3;0;0;1;4.19;-6;2.52;2.43;4.45;4.43;2.52;2.43;4.45;4.43
2014-2015;45.58;0;11;1;-2;0;0;1;2.16;1;2.08;2.77;4.08;4.23;2.08;2.77;4.08;4.23
2014-2015;54.56;0;12;1;-3;0;0;1;8.98;-1;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;57.38;0;13;1;-4;0;0;1;2.82;-2;2.52;2.43;4.45;4.43;2.08;2.77;4.08;4.23
2014-2015;5.41;0;1;0;0;0;0;1;;0;;;;;2.03;2.87;4.25;3.93
2014-2015;18.09;1;2;0;-1;0;0;1;12.68;-1;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;25.39;0;3;0;0;0;0;1;7.3;1;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;33.47;0;4;0;-1;0;0;1;8.08;-1;2.95;2.50;4.23;3.28;2.03;2.87;4.25;3.93
2014-2015;42.09;1;7;0;-2;0;0;1;8.62;-2;2.95;2.50;4.23;3.28;2.95;2.50;4.23;3.28
2014-2015;45.54;1;8;0;-1;0;0;1;3.45;1;2.03;2.87;4.25;3.93;2.95;2.50;4.23;3.28
2014-2015;48.14;0;9;0;0;0;0;1;2.6;2;2.03;2.87;4.25;3.93;2.03;2.87;4.25;3.93
2014-2015;8.2;1;1;0;0;0;0;1;;0;;;;;2.02;3.08;3.90;4.17
2014-2015;15.28;0;2;1;1;0;0;1;7.08;1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;16.5;1;3;1;0;0;0;1;1.22;-1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;23.17;0;4;1;1;0;0;1;6.67;1;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;26.37;0;5;1;0;0;0;1;3.2;-1;2.02;3.08;3.90;4.17;2.52;2.38;3.97;3.80
2014-2015;30.37;1;6;1;-1;0;0;1;4;-2;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;30.51;1;7;1;0;0;0;1;0.14;1;2.52;2.38;3.97;3.80;2.02;3.08;3.90;4.17
2014-2015;43.56;0;8;2;1;1;0;1;13.05;2;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;59.42;1;9;3;0;0;0;1;15.86;-1;2.02;3.08;3.90;4.17;2.02;3.08;3.90;4.17
2014-2015;59.42;1;10;3;1;0;0;1;0;1;2.52;2.38;3.97;3.80;2.02;3.08;3.90;4.17
2014-2015;59.42;0;11;3;2;0;0;1;0;2;2.52;2.38;3.97;3.80;2.52;2.38;3.97;3.80
2014-2015;0.31;0;1;0;0;0;0;1;;0;;;;;2.95;2.50;4.23;3.28
2014-2015;2.5;0;2;0;-1;0;0;1;2.19;-1;2.72;2.45;4.28;3.80;2.95;2.50;4.23;3.28
2014-2015;4.17;0;3;0;-2;0;0;1;1.67;-2;2.72;2.45;4.28;3.80;2.95;2.50;4.23;3.28
2014-2015;26.17;1;4;1;-3;1;0;1;22;-3;2.72;2.45;4.28;3.80;2.72;2.45;4.28;3.80
